country_iso3,country,indicator,year,value
URY,Uruguay,BN.RES.INCL.CD,2019,-1110435904.23383
URY,Uruguay,BN.RES.INCL.CD,2018,-408384510.632957
URY,Uruguay,BN.RES.INCL.CD,2017,2448232526.37041
URY,Uruguay,BN.RES.INCL.CD,2016,-2161182211.86074
URY,Uruguay,BN.RES.INCL.CD,2015,-1676652651.76838
URY,Uruguay,BN.RES.INCL.CD,2014,1371735997.81
URY,Uruguay,BN.RES.INCL.CD,2013,2980874045.16473
URY,Uruguay,BN.RES.INCL.CD,2012,3287682332.43135
URY,Uruguay,BN.RES.INCL.CD,2011,2537632298.18063
URY,Uruguay,BN.RES.INCL.CD,2010,-387111565.748221
URY,Uruguay,BN.RES.INCL.CD,2009,1560649202.43983
URY,Uruguay,BN.RES.INCL.CD,2008,2232320212.12178
URY,Uruguay,BN.RES.INCL.CD,2007,1005406077.18556
URY,Uruguay,BN.RES.INCL.CD,2006,2367367959.115
URY,Uruguay,BN.RES.INCL.CD,2005,778191366.202197
URY,Uruguay,BN.RES.INCL.CD,2004,304384140.13449
URY,Uruguay,BN.RES.INCL.CD,2003,957925468.028769
URY,Uruguay,BN.RES.INCL.CD,2002,-3897084670.27619
URY,Uruguay,BN.RES.INCL.CD,2001,279206480.524054
URY,Uruguay,BN.RES.INCL.CD,2000,224886551.160051
ARG,Argentina,BN.TRF.CURR.CD,2024,2150921488.58685
ARG,Argentina,BN.TRF.CURR.CD,2023,1899474290.05293
ARG,Argentina,BN.TRF.CURR.CD,2022,1943626142.43041
ARG,Argentina,BN.TRF.CURR.CD,2021,1402045447.09615
ARG,Argentina,BN.TRF.CURR.CD,2020,1099524344.02689
ARG,Argentina,BN.TRF.CURR.CD,2019,849134939.951964
ARG,Argentina,BN.TRF.CURR.CD,2018,1245119338.21656
ARG,Argentina,BN.TRF.CURR.CD,2017,371433654.537698
ARG,Argentina,BN.TRF.CURR.CD,2016,1122922460.16368
ARG,Argentina,BN.TRF.CURR.CD,2015,1082834496.25872
ARG,Argentina,BN.TRF.CURR.CD,2014,1534643554.83294
ARG,Argentina,BN.TRF.CURR.CD,2013,734134663.409384
ARG,Argentina,BN.TRF.CURR.CD,2012,672112204.05189
ARG,Argentina,BN.TRF.CURR.CD,2011,534442857.742389
ARG,Argentina,BN.TRF.CURR.CD,2010,581016684.107961
ARG,Argentina,BN.TRF.CURR.CD,2009,920172175.114258
ARG,Argentina,BN.TRF.CURR.CD,2008,1114460055.35173
ARG,Argentina,BN.TRF.CURR.CD,2007,1072613680.04585
ARG,Argentina,BN.TRF.CURR.CD,2006,954769929.946758
ARG,Argentina,BN.TRF.CURR.CD,2005,483890000.0
ARG,Argentina,BN.TRF.CURR.CD,2004,560990000.0
ARG,Argentina,BN.TRF.CURR.CD,2003,504120000.0
ARG,Argentina,BN.TRF.CURR.CD,2002,540010000.0
ARG,Argentina,BN.TRF.CURR.CD,2001,424494817.45135
ARG,Argentina,BN.TRF.CURR.CD,2000,399035947.950393
BOL,Bolivia,BN.TRF.CURR.CD,2024,
BOL,Bolivia,BN.TRF.CURR.CD,2023,1177496805.04083
BOL,Bolivia,BN.TRF.CURR.CD,2022,1200066204.76065
BOL,Bolivia,BN.TRF.CURR.CD,2021,1202444819.34006
BOL,Bolivia,BN.TRF.CURR.CD,2020,1025767852.47805
BOL,Bolivia,BN.TRF.CURR.CD,2019,1155981951.60847
BOL,Bolivia,BN.TRF.CURR.CD,2018,1243087787.59132
BOL,Bolivia,BN.TRF.CURR.CD,2017,1384624710.44709
BOL,Bolivia,BN.TRF.CURR.CD,2016,1227665883.0329
BOL,Bolivia,BN.TRF.CURR.CD,2015,1170625541.30287
BOL,Bolivia,BN.TRF.CURR.CD,2014,1181230940.56852
BOL,Bolivia,BN.TRF.CURR.CD,2013,1269799697.13631
BOL,Bolivia,BN.TRF.CURR.CD,2012,1260233345.52779
BOL,Bolivia,BN.TRF.CURR.CD,2011,1177192687.70468
BOL,Bolivia,BN.TRF.CURR.CD,2010,1081276641.46672
BOL,Bolivia,BN.TRF.CURR.CD,2009,1213160000.0
BOL,Bolivia,BN.TRF.CURR.CD,2008,1284125350.4257
BOL,Bolivia,BN.TRF.CURR.CD,2007,1266153395.09437
BOL,Bolivia,BN.TRF.CURR.CD,2006,822259892.394245
BOL,Bolivia,BN.TRF.CURR.CD,2005,584000695.204628
BOL,Bolivia,BN.TRF.CURR.CD,2004,491091754.852469
BOL,Bolivia,BN.TRF.CURR.CD,2003,465113020.442114
BOL,Bolivia,BN.TRF.CURR.CD,2002,369430000.0
BOL,Bolivia,BN.TRF.CURR.CD,2001,396080000.0
BOL,Bolivia,BN.TRF.CURR.CD,2000,386760000.0
BRA,Brazil,BN.TRF.CURR.CD,2024,2925294287.59
BRA,Brazil,BN.TRF.CURR.CD,2023,2558072740.66
BRA,Brazil,BN.TRF.CURR.CD,2022,3741685257.15
BRA,Brazil,BN.TRF.CURR.CD,2021,3206799382.44
BRA,Brazil,BN.TRF.CURR.CD,2020,2343874521.95
BRA,Brazil,BN.TRF.CURR.CD,2019,1184144765.94
BRA,Brazil,BN.TRF.CURR.CD,2018,-15020890.61
BRA,Brazil,BN.TRF.CURR.CD,2017,2135464181.17
BRA,Brazil,BN.TRF.CURR.CD,2016,3125773154.41
BRA,Brazil,BN.TRF.CURR.CD,2015,2751204156.55
BRA,Brazil,BN.TRF.CURR.CD,2014,2724950193.45
BRA,Brazil,BN.TRF.CURR.CD,2013,3682945025.49
BRA,Brazil,BN.TRF.CURR.CD,2012,2837910324.29
BRA,Brazil,BN.TRF.CURR.CD,2011,2984297477.32
BRA,Brazil,BN.TRF.CURR.CD,2010,2895971484.64
BRA,Brazil,BN.TRF.CURR.CD,2009,3337512200.0
BRA,Brazil,BN.TRF.CURR.CD,2008,4223866470.7
BRA,Brazil,BN.TRF.CURR.CD,2007,4028989566.17
BRA,Brazil,BN.TRF.CURR.CD,2006,4306333184.52889
BRA,Brazil,BN.TRF.CURR.CD,2005,3557768431.24804
BRA,Brazil,BN.TRF.CURR.CD,2004,3236348735.21737
BRA,Brazil,BN.TRF.CURR.CD,2003,2866589000.0
BRA,Brazil,BN.TRF.CURR.CD,2002,2389815000.0
BRA,Brazil,BN.TRF.CURR.CD,2001,1637524000.0
BRA,Brazil,BN.TRF.CURR.CD,2000,1521065000.0
CHL,Chile,BN.TRF.CURR.CD,2024,263686256.88
CHL,Chile,BN.TRF.CURR.CD,2023,737117817.1
CHL,Chile,BN.TRF.CURR.CD,2022,-89860890.44
CHL,Chile,BN.TRF.CURR.CD,2021,-2827196282.33005
CHL,Chile,BN.TRF.CURR.CD,2020,-531982494.145913
CHL,Chile,BN.TRF.CURR.CD,2019,974470733.131726
CHL,Chile,BN.TRF.CURR.CD,2018,1829379985.41646
CHL,Chile,BN.TRF.CURR.CD,2017,1260011383.76396
CHL,Chile,BN.TRF.CURR.CD,2016,929027247.338381
CHL,Chile,BN.TRF.CURR.CD,2015,1347973436.49574
CHL,Chile,BN.TRF.CURR.CD,2014,1519118305.99405
CHL,Chile,BN.TRF.CURR.CD,2013,1637331005.95924
CHL,Chile,BN.TRF.CURR.CD,2012,1652594950.72652
CHL,Chile,BN.TRF.CURR.CD,2011,2138023840.30238
CHL,Chile,BN.TRF.CURR.CD,2010,2686277136.29798
CHL,Chile,BN.TRF.CURR.CD,2009,1135581273.64376
CHL,Chile,BN.TRF.CURR.CD,2008,2647837939.71124
CHL,Chile,BN.TRF.CURR.CD,2007,2792720388.16051
CHL,Chile,BN.TRF.CURR.CD,2006,3273708392.23215
CHL,Chile,BN.TRF.CURR.CD,2005,1798629466.00027
CHL,Chile,BN.TRF.CURR.CD,2004,1061631247.94536
CHL,Chile,BN.TRF.CURR.CD,2003,595040138.181518
CHL,Chile,BN.TRF.CURR.CD,2002,582527352.295053
CHL,Chile,BN.TRF.CURR.CD,2001,426800000.0
CHL,Chile,BN.TRF.CURR.CD,2000,558000000.0
PRY,Paraguay,BN.TRF.CURR.CD,2024,809611004.639833
PRY,Paraguay,BN.TRF.CURR.CD,2023,676369436.314542
PRY,Paraguay,BN.TRF.CURR.CD,2022,539883259.868535
PRY,Paraguay,BN.TRF.CURR.CD,2021,534004690.616262
PRY,Paraguay,BN.TRF.CURR.CD,2020,523190662.700844
PRY,Paraguay,BN.TRF.CURR.CD,2019,577273493.079381
PRY,Paraguay,BN.TRF.CURR.CD,2018,640369590.689539
PRY,Paraguay,BN.TRF.CURR.CD,2017,580231083.811492
PRY,Paraguay,BN.TRF.CURR.CD,2016,605087186.150125
PRY,Paraguay,BN.TRF.CURR.CD,2015,444407342.821696
PRY,Paraguay,BN.TRF.CURR.CD,2014,467404400.717751
PRY,Paraguay,BN.TRF.CURR.CD,2013,589970173.224666
PRY,Paraguay,BN.TRF.CURR.CD,2012,553373585.380393
PRY,Paraguay,BN.TRF.CURR.CD,2011,623570000.0
PRY,Paraguay,BN.TRF.CURR.CD,2010,467485000.0
PRY,Paraguay,BN.TRF.CURR.CD,2009,433900000.0
PRY,Paraguay,BN.TRF.CURR.CD,2008,344230000.0
PRY,Paraguay,BN.TRF.CURR.CD,2007,373286000.0
PRY,Paraguay,BN.TRF.CURR.CD,2006,426000000.0
PRY,Paraguay,BN.TRF.CURR.CD,2005,223800000.0
PRY,Paraguay,BN.TRF.CURR.CD,2004,194200000.0
PRY,Paraguay,BN.TRF.CURR.CD,2003,164500000.0
PRY,Paraguay,BN.TRF.CURR.CD,2002,115900000.0
PRY,Paraguay,BN.TRF.CURR.CD,2001,166500000.0
PRY,Paraguay,BN.TRF.CURR.CD,2000,176810000.0
URY,Uruguay,BN.TRF.CURR.CD,2024,202751320.899641
URY,Uruguay,BN.TRF.CURR.CD,2023,177123913.258315
URY,Uruguay,BN.TRF.CURR.CD,2022,162407336.902527
URY,Uruguay,BN.TRF.CURR.CD,2021,77837504.6446239
URY,Uruguay,BN.TRF.CURR.CD,2020,68648120.0928411
URY,Uruguay,BN.TRF.CURR.CD,2019,71680807.5684107
URY,Uruguay,BN.TRF.CURR.CD,2018,88963258.5849291
URY,Uruguay,BN.TRF.CURR.CD,2017,86214460.7403804
URY,Uruguay,BN.TRF.CURR.CD,2016,69547868.8596555
URY,Uruguay,BN.TRF.CURR.CD,2015,67993425.5007183
URY,Uruguay,BN.TRF.CURR.CD,2014,70855858.8761133
URY,Uruguay,BN.TRF.CURR.CD,2013,45121614.5871908
URY,Uruguay,BN.TRF.CURR.CD,2012,123903665.674434
URY,Uruguay,BN.TRF.CURR.CD,2011,155648217.081226
URY,Uruguay,BN.TRF.CURR.CD,2010,140026370.595
URY,Uruguay,BN.TRF.CURR.CD,2009,138045643.845
URY,Uruguay,BN.TRF.CURR.CD,2008,148397065.0
URY,Uruguay,BN.TRF.CURR.CD,2007,137473710.0
URY,Uruguay,BN.TRF.CURR.CD,2006,126335215.75
URY,Uruguay,BN.TRF.CURR.CD,2005,143809555.0
URY,Uruguay,BN.TRF.CURR.CD,2004,112849390.96
URY,Uruguay,BN.TRF.CURR.CD,2003,82673076.47
URY,Uruguay,BN.TRF.CURR.CD,2002,71779000.0
URY,Uruguay,BN.TRF.CURR.CD,2001,29679662.78
URY,Uruguay,BN.TRF.CURR.CD,2000,27472505.820906
ARG,Argentina,BN.TRF.KOGT.CD,2024,249847602.100456
ARG,Argentina,BN.TRF.KOGT.CD,2023,171353179.578794
ARG,Argentina,BN.TRF.KOGT.CD,2022,192717531.168748
ARG,Argentina,BN.TRF.KOGT.CD,2021,252988020.207825
ARG,Argentina,BN.TRF.KOGT.CD,2020,164762473.553326
ARG,Argentina,BN.TRF.KOGT.CD,2019,283947300.397874
ARG,Argentina,BN.TRF.KOGT.CD,2018,111075518.039001
ARG,Argentina,BN.TRF.KOGT.CD,2017,173045282.395806
ARG,Argentina,BN.TRF.KOGT.CD,2016,365814584.737459
ARG,Argentina,BN.TRF.KOGT.CD,2015,51929199.7684657
ARG,Argentina,BN.TRF.KOGT.CD,2014,56797105.133735
ARG,Argentina,BN.TRF.KOGT.CD,2013,33412873.7184379
ARG,Argentina,BN.TRF.KOGT.CD,2012,47884044.5688196
ARG,Argentina,BN.TRF.KOGT.CD,2011,62723846.223565
ARG,Argentina,BN.TRF.KOGT.CD,2010,78477884.736768
ARG,Argentina,BN.TRF.KOGT.CD,2009,79984227.9847326
ARG,Argentina,BN.TRF.KOGT.CD,2008,185060016.726878
ARG,Argentina,BN.TRF.KOGT.CD,2007,121145888.968173
ARG,Argentina,BN.TRF.KOGT.CD,2006,97624327.8048008
ARG,Argentina,BN.TRF.KOGT.CD,2005,88900000.0
ARG,Argentina,BN.TRF.KOGT.CD,2004,196300000.0
ARG,Argentina,BN.TRF.KOGT.CD,2003,70050000.0
ARG,Argentina,BN.TRF.KOGT.CD,2002,406110000.0
ARG,Argentina,BN.TRF.KOGT.CD,2001,156500000.0
ARG,Argentina,BN.TRF.KOGT.CD,2000,105900000.0
BOL,Bolivia,BN.TRF.KOGT.CD,2024,
BOL,Bolivia,BN.TRF.KOGT.CD,2023,4025902.34716662
BOL,Bolivia,BN.TRF.KOGT.CD,2022,3935681.75120045
BOL,Bolivia,BN.TRF.KOGT.CD,2021,3442684.4978169
BOL,Bolivia,BN.TRF.KOGT.CD,2020,11942949.6190995
BOL,Bolivia,BN.TRF.KOGT.CD,2019,1923557.2234984
BOL,Bolivia,BN.TRF.KOGT.CD,2018,6751211.25069936
BOL,Bolivia,BN.TRF.KOGT.CD,2017,3252010.26139171
BOL,Bolivia,BN.TRF.KOGT.CD,2016,30907024.275
BOL,Bolivia,BN.TRF.KOGT.CD,2015,46583389.975
BOL,Bolivia,BN.TRF.KOGT.CD,2014,43362963.01
BOL,Bolivia,BN.TRF.KOGT.CD,2013,
BOL,Bolivia,BN.TRF.KOGT.CD,2012,
BOL,Bolivia,BN.TRF.KOGT.CD,2011,
BOL,Bolivia,BN.TRF.KOGT.CD,2010,
BOL,Bolivia,BN.TRF.KOGT.CD,2009,99800000.0
BOL,Bolivia,BN.TRF.KOGT.CD,2008,
BOL,Bolivia,BN.TRF.KOGT.CD,2007,1171000000.0
BOL,Bolivia,BN.TRF.KOGT.CD,2006,1804300000.0
BOL,Bolivia,BN.TRF.KOGT.CD,2005,
BOL,Bolivia,BN.TRF.KOGT.CD,2004,
BOL,Bolivia,BN.TRF.KOGT.CD,2003,
BOL,Bolivia,BN.TRF.KOGT.CD,2002,
BOL,Bolivia,BN.TRF.KOGT.CD,2001,
BOL,Bolivia,BN.TRF.KOGT.CD,2000,
BRA,Brazil,BN.TRF.KOGT.CD,2024,-16269901931.92
BRA,Brazil,BN.TRF.KOGT.CD,2023,-11365727757.16
BRA,Brazil,BN.TRF.KOGT.CD,2022,-7123935363.68
BRA,Brazil,BN.TRF.KOGT.CD,2021,-5723460542.81
BRA,Brazil,BN.TRF.KOGT.CD,2020,846881942.33
BRA,Brazil,BN.TRF.KOGT.CD,2019,-2651320487.01
BRA,Brazil,BN.TRF.KOGT.CD,2018,-535961389.28
BRA,Brazil,BN.TRF.KOGT.CD,2017,305559708.21
BRA,Brazil,BN.TRF.KOGT.CD,2016,273221219.93
BRA,Brazil,BN.TRF.KOGT.CD,2015,461157856.17
BRA,Brazil,BN.TRF.KOGT.CD,2014,231478557.4
BRA,Brazil,BN.TRF.KOGT.CD,2013,322253737.98
BRA,Brazil,BN.TRF.KOGT.CD,2012,207914300.89
BRA,Brazil,BN.TRF.KOGT.CD,2011,255794750.68
BRA,Brazil,BN.TRF.KOGT.CD,2010,242053490.08
BRA,Brazil,BN.TRF.KOGT.CD,2009,237217304.05
BRA,Brazil,BN.TRF.KOGT.CD,2008,152096626.78
BRA,Brazil,BN.TRF.KOGT.CD,2007,249360783.14
BRA,Brazil,BN.TRF.KOGT.CD,2006,179726415.0
BRA,Brazil,BN.TRF.KOGT.CD,2005,187044491.78
BRA,Brazil,BN.TRF.KOGT.CD,2004,-213096147.09
BRA,Brazil,BN.TRF.KOGT.CD,2003,82844954.85
BRA,Brazil,BN.TRF.KOGT.CD,2002,79278742.12
BRA,Brazil,BN.TRF.KOGT.CD,2001,105684605.12
BRA,Brazil,BN.TRF.KOGT.CD,2000,126818916.44
CHL,Chile,BN.TRF.KOGT.CD,2024,24864928.3107063
CHL,Chile,BN.TRF.KOGT.CD,2023,56969379.2971211
CHL,Chile,BN.TRF.KOGT.CD,2022,2228866.57
CHL,Chile,BN.TRF.KOGT.CD,2021,2055744.13
CHL,Chile,BN.TRF.KOGT.CD,2020,1144476.41
CHL,Chile,BN.TRF.KOGT.CD,2019,1024884555.53739
CHL,Chile,BN.TRF.KOGT.CD,2018,42768595.45
CHL,Chile,BN.TRF.KOGT.CD,2017,89009137.56
CHL,Chile,BN.TRF.KOGT.CD,2016,8673147.06
CHL,Chile,BN.TRF.KOGT.CD,2015,695364587.280001
CHL,Chile,BN.TRF.KOGT.CD,2014,10655243.61
CHL,Chile,BN.TRF.KOGT.CD,2013,12864184.67
CHL,Chile,BN.TRF.KOGT.CD,2012,12008765.8
CHL,Chile,BN.TRF.KOGT.CD,2011,11939789.75
CHL,Chile,BN.TRF.KOGT.CD,2010,7538067976.78
CHL,Chile,BN.TRF.KOGT.CD,2009,14448618.42
CHL,Chile,BN.TRF.KOGT.CD,2008,16842619.62
CHL,Chile,BN.TRF.KOGT.CD,2007,15762375.88
CHL,Chile,BN.TRF.KOGT.CD,2006,13306664.99
CHL,Chile,BN.TRF.KOGT.CD,2005,11247598.07
CHL,Chile,BN.TRF.KOGT.CD,2004,10043525.71
CHL,Chile,BN.TRF.KOGT.CD,2003,10342471.28
CHL,Chile,BN.TRF.KOGT.CD,2002,83000000.0
CHL,Chile,BN.TRF.KOGT.CD,2001,
CHL,Chile,BN.TRF.KOGT.CD,2000,
PRY,Paraguay,BN.TRF.KOGT.CD,2024,220265240.573438
PRY,Paraguay,BN.TRF.KOGT.CD,2023,170753139.673438
PRY,Paraguay,BN.TRF.KOGT.CD,2022,158968502.703125
PRY,Paraguay,BN.TRF.KOGT.CD,2021,217465688.54
PRY,Paraguay,BN.TRF.KOGT.CD,2020,171747589.75
PRY,Paraguay,BN.TRF.KOGT.CD,2019,151077575.0
PRY,Paraguay,BN.TRF.KOGT.CD,2018,152610500.0
PRY,Paraguay,BN.TRF.KOGT.CD,2017,166345000.0
PRY,Paraguay,BN.TRF.KOGT.CD,2016,163000000.0
PRY,Paraguay,BN.TRF.KOGT.CD,2015,154000000.0
PRY,Paraguay,BN.TRF.KOGT.CD,2014,141000000.0
PRY,Paraguay,BN.TRF.KOGT.CD,2013,61200000.0
PRY,Paraguay,BN.TRF.KOGT.CD,2012,51000000.0
PRY,Paraguay,BN.TRF.KOGT.CD,2011,40000000.0
PRY,Paraguay,BN.TRF.KOGT.CD,2010,40000000.0
PRY,Paraguay,BN.TRF.KOGT.CD,2009,47000000.0
PRY,Paraguay,BN.TRF.KOGT.CD,2008,33000000.0
PRY,Paraguay,BN.TRF.KOGT.CD,2007,28000000.0
PRY,Paraguay,BN.TRF.KOGT.CD,2006,30000000.0
PRY,Paraguay,BN.TRF.KOGT.CD,2005,20000000.0
PRY,Paraguay,BN.TRF.KOGT.CD,2004,16000000.0
PRY,Paraguay,BN.TRF.KOGT.CD,2003,15000000.0
PRY,Paraguay,BN.TRF.KOGT.CD,2002,4000000.0
PRY,Paraguay,BN.TRF.KOGT.CD,2001,15000000.0
PRY,Paraguay,BN.TRF.KOGT.CD,2000,3000000.0
URY,Uruguay,BN.TRF.KOGT.CD,2024,2517538.0
URY,Uruguay,BN.TRF.KOGT.CD,2023,7918766.97881528
URY,Uruguay,BN.TRF.KOGT.CD,2022,2836420.10543476
URY,Uruguay,BN.TRF.KOGT.CD,2021,-29980705.656713
URY,Uruguay,BN.TRF.KOGT.CD,2020,53947661.0583401
URY,Uruguay,BN.TRF.KOGT.CD,2019,-373305771.969166
URY,Uruguay,BN.TRF.KOGT.CD,2018,45653841.1221432
URY,Uruguay,BN.TRF.KOGT.CD,2017,19607997.371708
URY,Uruguay,BN.TRF.KOGT.CD,2016,49934150.8947706
URY,Uruguay,BN.TRF.KOGT.CD,2015,125032591.317348
URY,Uruguay,BN.TRF.KOGT.CD,2014,66715095.8439719
URY,Uruguay,BN.TRF.KOGT.CD,2013,29036007.2033632
URY,Uruguay,BN.TRF.KOGT.CD,2012,119836209.896853
URY,Uruguay,BN.TRF.KOGT.CD,2011,
URY,Uruguay,BN.TRF.KOGT.CD,2010,
URY,Uruguay,BN.TRF.KOGT.CD,2009,
URY,Uruguay,BN.TRF.KOGT.CD,2008,214000.0
URY,Uruguay,BN.TRF.KOGT.CD,2007,3708000.0
URY,Uruguay,BN.TRF.KOGT.CD,2006,6506000.0
URY,Uruguay,BN.TRF.KOGT.CD,2005,3833000.0
URY,Uruguay,BN.TRF.KOGT.CD,2004,5319000.0
URY,Uruguay,BN.TRF.KOGT.CD,2003,4346000.0
URY,Uruguay,BN.TRF.KOGT.CD,2002,
URY,Uruguay,BN.TRF.KOGT.CD,2001,
URY,Uruguay,BN.TRF.KOGT.CD,2000,
ARG,Argentina,BX.GRT.EXTA.CD.WD,2024,
ARG,Argentina,BX.GRT.EXTA.CD.WD,2023,
ARG,Argentina,BX.GRT.EXTA.CD.WD,2022,125350000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2021,60920000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2020,46250000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2019,39540000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2018,32430000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2017,30140000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2016,35170000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2015,32150000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2014,31190000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2013,33880000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2012,40230000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2011,68830000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2010,36520000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2009,56180000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2008,65650000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2007,61550000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2006,42980000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2005,25230000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2004,32890000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2003,41550000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2002,60600000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2001,33170000.0
ARG,Argentina,BX.GRT.EXTA.CD.WD,2000,38190000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2024,
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2023,
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2022,198220000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2021,108850000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2020,224190000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2019,207770000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2018,239810000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2017,254760000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2016,228120000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2015,212850000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2014,255380000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2013,297470000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2012,311830000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2011,393230000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2010,502290000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2009,427060000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2008,424240000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2007,415350000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2006,2081730000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2005,294910000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2004,809080000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2003,481610000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2002,627750000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2001,377640000.0
BOL,Bolivia,BX.GRT.EXTA.CD.WD,2000,239730000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2024,
BRA,Brazil,BX.GRT.EXTA.CD.WD,2023,
BRA,Brazil,BX.GRT.EXTA.CD.WD,2022,173500000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2021,231590000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2020,279930000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2019,172680000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2018,255550000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2017,212590000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2016,317380000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2015,279430000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2014,253600000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2013,861490000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2012,250280000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2011,216540000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2010,182770000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2009,202570000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2008,203040000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2007,165550000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2006,101080000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2005,110110000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2004,96070000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2003,95130000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2002,85480000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2001,88730000.0
BRA,Brazil,BX.GRT.EXTA.CD.WD,2000,63150000.0
CHL,Chile,BX.GRT.EXTA.CD.WD,2024,
CHL,Chile,BX.GRT.EXTA.CD.WD,2023,
CHL,Chile,BX.GRT.EXTA.CD.WD,2022,
CHL,Chile,BX.GRT.EXTA.CD.WD,2021,
CHL,Chile,BX.GRT.EXTA.CD.WD,2020,
CHL,Chile,BX.GRT.EXTA.CD.WD,2019,
CHL,Chile,BX.GRT.EXTA.CD.WD,2018,
CHL,Chile,BX.GRT.EXTA.CD.WD,2017,25350000.0
CHL,Chile,BX.GRT.EXTA.CD.WD,2016,21960000.0
CHL,Chile,BX.GRT.EXTA.CD.WD,2015,30100000.0
CHL,Chile,BX.GRT.EXTA.CD.WD,2014,44050000.0
CHL,Chile,BX.GRT.EXTA.CD.WD,2013,28610000.0
CHL,Chile,BX.GRT.EXTA.CD.WD,2012,22260000.0
CHL,Chile,BX.GRT.EXTA.CD.WD,2011,34580000.0
CHL,Chile,BX.GRT.EXTA.CD.WD,2010,68390000.0
CHL,Chile,BX.GRT.EXTA.CD.WD,2009,20380000.0
CHL,Chile,BX.GRT.EXTA.CD.WD,2008,24130000.0
CHL,Chile,BX.GRT.EXTA.CD.WD,2007,37940000.0
CHL,Chile,BX.GRT.EXTA.CD.WD,2006,27780000.0
CHL,Chile,BX.GRT.EXTA.CD.WD,2005,93410000.0
