country_iso3,country,indicator,year,value
CHL,Chile,BX.GRT.EXTA.CD.WD,2004,40870000.0
CHL,Chile,BX.GRT.EXTA.CD.WD,2003,28220000.0
CHL,Chile,BX.GRT.EXTA.CD.WD,2002,24600000.0
CHL,Chile,BX.GRT.EXTA.CD.WD,2001,24720000.0
CHL,Chile,BX.GRT.EXTA.CD.WD,2000,18400000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2024,
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2023,
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2022,64420000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2021,86260000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2020,141250000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2019,66460000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2018,67170000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2017,64800000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2016,62680000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2015,62290000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2014,47900000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2013,62630000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2012,69420000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2011,81310000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2010,99530000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2009,96210000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2008,87130000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2007,80910000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2006,22660000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2005,22030000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2004,19760000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2003,19690000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2002,20450000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2001,21510000.0
PRY,Paraguay,BX.GRT.EXTA.CD.WD,2000,27910000.0
URY,Uruguay,BX.GRT.EXTA.CD.WD,2024,
URY,Uruguay,BX.GRT.EXTA.CD.WD,2023,
URY,Uruguay,BX.GRT.EXTA.CD.WD,2022,
URY,Uruguay,BX.GRT.EXTA.CD.WD,2021,
URY,Uruguay,BX.GRT.EXTA.CD.WD,2020,
URY,Uruguay,BX.GRT.EXTA.CD.WD,2019,
URY,Uruguay,BX.GRT.EXTA.CD.WD,2018,
URY,Uruguay,BX.GRT.EXTA.CD.WD,2017,9260000.0
URY,Uruguay,BX.GRT.EXTA.CD.WD,2016,12860000.0
URY,Uruguay,BX.GRT.EXTA.CD.WD,2015,18140000.0
URY,Uruguay,BX.GRT.EXTA.CD.WD,2014,18970000.0
URY,Uruguay,BX.GRT.EXTA.CD.WD,2013,18190000.0
URY,Uruguay,BX.GRT.EXTA.CD.WD,2012,12510000.0
URY,Uruguay,BX.GRT.EXTA.CD.WD,2011,21790000.0
URY,Uruguay,BX.GRT.EXTA.CD.WD,2010,24810000.0
URY,Uruguay,BX.GRT.EXTA.CD.WD,2009,28110000.0
URY,Uruguay,BX.GRT.EXTA.CD.WD,2008,25990000.0
URY,Uruguay,BX.GRT.EXTA.CD.WD,2007,33290000.0
URY,Uruguay,BX.GRT.EXTA.CD.WD,2006,21560000.0
URY,Uruguay,BX.GRT.EXTA.CD.WD,2005,29720000.0
URY,Uruguay,BX.GRT.EXTA.CD.WD,2004,18260000.0
URY,Uruguay,BX.GRT.EXTA.CD.WD,2003,16830000.0
URY,Uruguay,BX.GRT.EXTA.CD.WD,2002,10320000.0
URY,Uruguay,BX.GRT.EXTA.CD.WD,2001,6820000.0
URY,Uruguay,BX.GRT.EXTA.CD.WD,2000,9670000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2024,
ARG,Argentina,BX.GRT.TECH.CD.WD,2023,
ARG,Argentina,BX.GRT.TECH.CD.WD,2022,32310000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2021,31000000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2020,40600000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2019,42800000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2018,45690000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2017,45930000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2016,34820000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2015,35720000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2014,52320000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2013,53140000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2012,56800000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2011,52020000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2010,70420000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2009,71880000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2008,59990000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2007,48100000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2006,51400000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2005,53880000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2004,56200000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2003,58810000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2002,51510000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2001,52490000.0
ARG,Argentina,BX.GRT.TECH.CD.WD,2000,50500000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2024,
BOL,Bolivia,BX.GRT.TECH.CD.WD,2023,
BOL,Bolivia,BX.GRT.TECH.CD.WD,2022,60180000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2021,179220000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2020,56080000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2019,54400000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2018,71080000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2017,71910000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2016,74910000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2015,79400000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2014,93330000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2013,96710000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2012,117360000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2011,110560000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2010,128130000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2009,153930000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2008,134530000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2007,105580000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2006,299090000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2005,236570000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2004,233660000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2003,256230000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2002,201440000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2001,220140000.0
BOL,Bolivia,BX.GRT.TECH.CD.WD,2000,141260000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2024,
BRA,Brazil,BX.GRT.TECH.CD.WD,2023,
BRA,Brazil,BX.GRT.TECH.CD.WD,2022,170570000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2021,184480000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2020,196690000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2019,189660000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2018,180680000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2017,201990000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2016,200840000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2015,189580000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2014,237620000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2013,235930000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2012,241830000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2011,213280000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2010,239010000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2009,230900000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2008,235440000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2007,246900000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2006,204170000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2005,191600000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2004,194660000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2003,213470000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2002,170800000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2001,162000000.0
BRA,Brazil,BX.GRT.TECH.CD.WD,2000,179290000.0
CHL,Chile,BX.GRT.TECH.CD.WD,2024,
CHL,Chile,BX.GRT.TECH.CD.WD,2023,
CHL,Chile,BX.GRT.TECH.CD.WD,2022,
CHL,Chile,BX.GRT.TECH.CD.WD,2021,
CHL,Chile,BX.GRT.TECH.CD.WD,2020,
CHL,Chile,BX.GRT.TECH.CD.WD,2019,
CHL,Chile,BX.GRT.TECH.CD.WD,2018,
CHL,Chile,BX.GRT.TECH.CD.WD,2017,47010000.0
CHL,Chile,BX.GRT.TECH.CD.WD,2016,45810000.0
CHL,Chile,BX.GRT.TECH.CD.WD,2015,41510000.0
CHL,Chile,BX.GRT.TECH.CD.WD,2014,56420000.0
CHL,Chile,BX.GRT.TECH.CD.WD,2013,58860000.0
CHL,Chile,BX.GRT.TECH.CD.WD,2012,64950000.0
CHL,Chile,BX.GRT.TECH.CD.WD,2011,55560000.0
CHL,Chile,BX.GRT.TECH.CD.WD,2010,65740000.0
CHL,Chile,BX.GRT.TECH.CD.WD,2009,68740000.0
CHL,Chile,BX.GRT.TECH.CD.WD,2008,61950000.0
CHL,Chile,BX.GRT.TECH.CD.WD,2007,45980000.0
CHL,Chile,BX.GRT.TECH.CD.WD,2006,50960000.0
CHL,Chile,BX.GRT.TECH.CD.WD,2005,59050000.0
CHL,Chile,BX.GRT.TECH.CD.WD,2004,64470000.0
CHL,Chile,BX.GRT.TECH.CD.WD,2003,57040000.0
CHL,Chile,BX.GRT.TECH.CD.WD,2002,45840000.0
CHL,Chile,BX.GRT.TECH.CD.WD,2001,55840000.0
CHL,Chile,BX.GRT.TECH.CD.WD,2000,55510000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2024,
PRY,Paraguay,BX.GRT.TECH.CD.WD,2023,
PRY,Paraguay,BX.GRT.TECH.CD.WD,2022,30540000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2021,35710000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2020,26630000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2019,36450000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2018,34410000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2017,40250000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2016,33370000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2015,33850000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2014,39050000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2013,39660000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2012,47310000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2011,44300000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2010,53180000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2009,55670000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2008,41480000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2007,35020000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2006,47530000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2005,42450000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2004,45250000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2003,45150000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2002,43260000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2001,40290000.0
PRY,Paraguay,BX.GRT.TECH.CD.WD,2000,50300000.0
URY,Uruguay,BX.GRT.TECH.CD.WD,2024,
URY,Uruguay,BX.GRT.TECH.CD.WD,2023,
URY,Uruguay,BX.GRT.TECH.CD.WD,2022,
URY,Uruguay,BX.GRT.TECH.CD.WD,2021,
URY,Uruguay,BX.GRT.TECH.CD.WD,2020,
URY,Uruguay,BX.GRT.TECH.CD.WD,2019,
URY,Uruguay,BX.GRT.TECH.CD.WD,2018,
URY,Uruguay,BX.GRT.TECH.CD.WD,2017,12530000.0
URY,Uruguay,BX.GRT.TECH.CD.WD,2016,12120000.0
URY,Uruguay,BX.GRT.TECH.CD.WD,2015,11080000.0
URY,Uruguay,BX.GRT.TECH.CD.WD,2014,10940000.0
URY,Uruguay,BX.GRT.TECH.CD.WD,2013,13190000.0
URY,Uruguay,BX.GRT.TECH.CD.WD,2012,14650000.0
URY,Uruguay,BX.GRT.TECH.CD.WD,2011,18630000.0
URY,Uruguay,BX.GRT.TECH.CD.WD,2010,23870000.0
URY,Uruguay,BX.GRT.TECH.CD.WD,2009,24400000.0
URY,Uruguay,BX.GRT.TECH.CD.WD,2008,21880000.0
URY,Uruguay,BX.GRT.TECH.CD.WD,2007,16300000.0
URY,Uruguay,BX.GRT.TECH.CD.WD,2006,13840000.0
URY,Uruguay,BX.GRT.TECH.CD.WD,2005,12520000.0
URY,Uruguay,BX.GRT.TECH.CD.WD,2004,14620000.0
URY,Uruguay,BX.GRT.TECH.CD.WD,2003,15910000.0
URY,Uruguay,BX.GRT.TECH.CD.WD,2002,14750000.0
URY,Uruguay,BX.GRT.TECH.CD.WD,2001,16070000.0
URY,Uruguay,BX.GRT.TECH.CD.WD,2000,15060000.0
ARG,Argentina,BX.GSR.CCIS.CD,2024,2810026344.92749
ARG,Argentina,BX.GSR.CCIS.CD,2023,2449008627.67192
ARG,Argentina,BX.GSR.CCIS.CD,2022,2714649019.39471
ARG,Argentina,BX.GSR.CCIS.CD,2021,2360129098.60715
ARG,Argentina,BX.GSR.CCIS.CD,2020,1992576764.01141
ARG,Argentina,BX.GSR.CCIS.CD,2019,2090386135.03163
ARG,Argentina,BX.GSR.CCIS.CD,2018,2240249776.80126
ARG,Argentina,BX.GSR.CCIS.CD,2017,2227687569.82783
ARG,Argentina,BX.GSR.CCIS.CD,2016,1634172700.71085
ARG,Argentina,BX.GSR.CCIS.CD,2015,1473496949.61781
ARG,Argentina,BX.GSR.CCIS.CD,2014,1443464924.46564
ARG,Argentina,BX.GSR.CCIS.CD,2013,1730267633.66817
ARG,Argentina,BX.GSR.CCIS.CD,2012,1754217566.81462
ARG,Argentina,BX.GSR.CCIS.CD,2011,1800882627.12602
ARG,Argentina,BX.GSR.CCIS.CD,2010,1410136164.45972
ARG,Argentina,BX.GSR.CCIS.CD,2009,1187835367.53885
ARG,Argentina,BX.GSR.CCIS.CD,2008,1103562433.90219
ARG,Argentina,BX.GSR.CCIS.CD,2007,806872701.809068
ARG,Argentina,BX.GSR.CCIS.CD,2006,563434578.863044
ARG,Argentina,BX.GSR.CCIS.CD,2005,407860000.0
ARG,Argentina,BX.GSR.CCIS.CD,2004,317530000.0
ARG,Argentina,BX.GSR.CCIS.CD,2003,287490000.0
ARG,Argentina,BX.GSR.CCIS.CD,2002,242790000.0
ARG,Argentina,BX.GSR.CCIS.CD,2001,318912378.199248
ARG,Argentina,BX.GSR.CCIS.CD,2000,286006166.793532
BOL,Bolivia,BX.GSR.CCIS.CD,2024,
BOL,Bolivia,BX.GSR.CCIS.CD,2023,48276575.9917445
BOL,Bolivia,BX.GSR.CCIS.CD,2022,52191486.35213
BOL,Bolivia,BX.GSR.CCIS.CD,2021,53937322.8122006
BOL,Bolivia,BX.GSR.CCIS.CD,2020,49436385.9187934
BOL,Bolivia,BX.GSR.CCIS.CD,2019,43855777.0475784
BOL,Bolivia,BX.GSR.CCIS.CD,2018,85529357.1398237
BOL,Bolivia,BX.GSR.CCIS.CD,2017,71634100.2149847
BOL,Bolivia,BX.GSR.CCIS.CD,2016,68870413.3107067
BOL,Bolivia,BX.GSR.CCIS.CD,2015,80190565.7724649
BOL,Bolivia,BX.GSR.CCIS.CD,2014,88750763.723017
BOL,Bolivia,BX.GSR.CCIS.CD,2013,100449422.377533
BOL,Bolivia,BX.GSR.CCIS.CD,2012,90842484.4455795
BOL,Bolivia,BX.GSR.CCIS.CD,2011,82950000.0
BOL,Bolivia,BX.GSR.CCIS.CD,2010,63533000.0
BOL,Bolivia,BX.GSR.CCIS.CD,2009,63560000.0
BOL,Bolivia,BX.GSR.CCIS.CD,2008,60580000.0
BOL,Bolivia,BX.GSR.CCIS.CD,2007,55880000.0
BOL,Bolivia,BX.GSR.CCIS.CD,2006,42088000.0
BOL,Bolivia,BX.GSR.CCIS.CD,2005,35880000.0
BOL,Bolivia,BX.GSR.CCIS.CD,2004,32496000.0
BOL,Bolivia,BX.GSR.CCIS.CD,2003,26130000.0
BOL,Bolivia,BX.GSR.CCIS.CD,2002,23680000.0
BOL,Bolivia,BX.GSR.CCIS.CD,2001,31000000.0
BOL,Bolivia,BX.GSR.CCIS.CD,2000,34500000.0
BRA,Brazil,BX.GSR.CCIS.CD,2024,6173496273.87
BRA,Brazil,BX.GSR.CCIS.CD,2023,5783150863.64
BRA,Brazil,BX.GSR.CCIS.CD,2022,4674367953.97
BRA,Brazil,BX.GSR.CCIS.CD,2021,3300527152.0
BRA,Brazil,BX.GSR.CCIS.CD,2020,2551741787.51
BRA,Brazil,BX.GSR.CCIS.CD,2019,2573792241.52
BRA,Brazil,BX.GSR.CCIS.CD,2018,2617476710.38
BRA,Brazil,BX.GSR.CCIS.CD,2017,2186198176.2
BRA,Brazil,BX.GSR.CCIS.CD,2016,1803756099.8
BRA,Brazil,BX.GSR.CCIS.CD,2015,1571479659.22
BRA,Brazil,BX.GSR.CCIS.CD,2014,1446455332.25
BRA,Brazil,BX.GSR.CCIS.CD,2013,707884610.14
BRA,Brazil,BX.GSR.CCIS.CD,2012,731699235.26
BRA,Brazil,BX.GSR.CCIS.CD,2011,523449062.29
BRA,Brazil,BX.GSR.CCIS.CD,2010,611184383.66
BRA,Brazil,BX.GSR.CCIS.CD,2009,537906100.0
BRA,Brazil,BX.GSR.CCIS.CD,2008,640648000.0
BRA,Brazil,BX.GSR.CCIS.CD,2007,419438000.0
BRA,Brazil,BX.GSR.CCIS.CD,2006,291148000.0
BRA,Brazil,BX.GSR.CCIS.CD,2005,319362000.0
BRA,Brazil,BX.GSR.CCIS.CD,2004,285660000.0
BRA,Brazil,BX.GSR.CCIS.CD,2003,468522000.0
BRA,Brazil,BX.GSR.CCIS.CD,2002,167293000.0
BRA,Brazil,BX.GSR.CCIS.CD,2001,260731000.0
BRA,Brazil,BX.GSR.CCIS.CD,2000,35031000.0
CHL,Chile,BX.GSR.CCIS.CD,2024,677077571.11
CHL,Chile,BX.GSR.CCIS.CD,2023,601371092.94
CHL,Chile,BX.GSR.CCIS.CD,2022,513100658.81
CHL,Chile,BX.GSR.CCIS.CD,2021,496299255.667578
CHL,Chile,BX.GSR.CCIS.CD,2020,379690903.233987
CHL,Chile,BX.GSR.CCIS.CD,2019,382946372.909109
CHL,Chile,BX.GSR.CCIS.CD,2018,374911761.820047
CHL,Chile,BX.GSR.CCIS.CD,2017,346544543.4728
CHL,Chile,BX.GSR.CCIS.CD,2016,344413567.203983
CHL,Chile,BX.GSR.CCIS.CD,2015,316877638.155701
CHL,Chile,BX.GSR.CCIS.CD,2014,342669388.91258
CHL,Chile,BX.GSR.CCIS.CD,2013,352629578.01145
CHL,Chile,BX.GSR.CCIS.CD,2012,396182481.843844
CHL,Chile,BX.GSR.CCIS.CD,2011,339874690.690348
CHL,Chile,BX.GSR.CCIS.CD,2010,286135584.18796
CHL,Chile,BX.GSR.CCIS.CD,2009,255242155.975526
CHL,Chile,BX.GSR.CCIS.CD,2008,303479743.56907
CHL,Chile,BX.GSR.CCIS.CD,2007,234246828.19637
CHL,Chile,BX.GSR.CCIS.CD,2006,221644988.70972
CHL,Chile,BX.GSR.CCIS.CD,2005,233714549.664658
CHL,Chile,BX.GSR.CCIS.CD,2004,266399208.647847
CHL,Chile,BX.GSR.CCIS.CD,2003,239723700.831743
CHL,Chile,BX.GSR.CCIS.CD,2002,224699000.0
CHL,Chile,BX.GSR.CCIS.CD,2001,167555856.866015
CHL,Chile,BX.GSR.CCIS.CD,2000,240700000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2024,17900000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2023,15400000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2022,20200000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2021,15400000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2020,15400000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2019,15400000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2018,15400000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2017,15400000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2016,15400000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2015,15400000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2014,14400000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2013,12400000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2012,12400000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2011,15400000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2010,19900000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2009,19400000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2008,15400000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2007,15600000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2006,18400000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2005,16400000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2004,15400000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2003,12200000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2002,12400000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2001,10800000.0
PRY,Paraguay,BX.GSR.CCIS.CD,2000,10000000.0
URY,Uruguay,BX.GSR.CCIS.CD,2024,1354037393.63184
URY,Uruguay,BX.GSR.CCIS.CD,2023,1354089192.18558
URY,Uruguay,BX.GSR.CCIS.CD,2022,1274635120.2629
URY,Uruguay,BX.GSR.CCIS.CD,2021,980333904.33035
URY,Uruguay,BX.GSR.CCIS.CD,2020,1025064823.38189
URY,Uruguay,BX.GSR.CCIS.CD,2019,1050211983.72923
URY,Uruguay,BX.GSR.CCIS.CD,2018,879226200.003849
URY,Uruguay,BX.GSR.CCIS.CD,2017,804848139.51758
URY,Uruguay,BX.GSR.CCIS.CD,2016,422147731.139286
URY,Uruguay,BX.GSR.CCIS.CD,2015,439119302.535169
URY,Uruguay,BX.GSR.CCIS.CD,2014,325106360.078501
URY,Uruguay,BX.GSR.CCIS.CD,2013,275983905.816394
URY,Uruguay,BX.GSR.CCIS.CD,2012,259841867.324946
URY,Uruguay,BX.GSR.CCIS.CD,2011,212381122.536027
URY,Uruguay,BX.GSR.CCIS.CD,2010,207543061.937342
URY,Uruguay,BX.GSR.CCIS.CD,2009,176394880.074684
URY,Uruguay,BX.GSR.CCIS.CD,2008,204729709.5
URY,Uruguay,BX.GSR.CCIS.CD,2007,172329229.285714
URY,Uruguay,BX.GSR.CCIS.CD,2006,141524428.9
URY,Uruguay,BX.GSR.CCIS.CD,2005,100420420.75
URY,Uruguay,BX.GSR.CCIS.CD,2004,87441408.73
URY,Uruguay,BX.GSR.CCIS.CD,2003,26435300.4118214
URY,Uruguay,BX.GSR.CCIS.CD,2002,36178350.6597467
URY,Uruguay,BX.GSR.CCIS.CD,2001,43973264.9732643
URY,Uruguay,BX.GSR.CCIS.CD,2000,37486000.0
ARG,Argentina,BX.GSR.CCIS.ZS,2024,16.4113980023109
ARG,Argentina,BX.GSR.CCIS.ZS,2023,15.2012582416621
ARG,Argentina,BX.GSR.CCIS.ZS,2022,18.8338382723472
ARG,Argentina,BX.GSR.CCIS.ZS,2021,24.6135588460075
ARG,Argentina,BX.GSR.CCIS.ZS,2020,20.9927501850159
ARG,Argentina,BX.GSR.CCIS.ZS,2019,14.1219207494781
ARG,Argentina,BX.GSR.CCIS.ZS,2018,14.601915980389
ARG,Argentina,BX.GSR.CCIS.ZS,2017,14.3664294795696
ARG,Argentina,BX.GSR.CCIS.ZS,2016,12.1728743487956
ARG,Argentina,BX.GSR.CCIS.ZS,2015,11.1514403633977
ARG,Argentina,BX.GSR.CCIS.ZS,2014,10.7750437433971
ARG,Argentina,BX.GSR.CCIS.ZS,2013,12.6482552856751
ARG,Argentina,BX.GSR.CCIS.ZS,2012,12.3128038476996
ARG,Argentina,BX.GSR.CCIS.ZS,2011,12.4224663943244
ARG,Argentina,BX.GSR.CCIS.ZS,2010,11.0019535928226
ARG,Argentina,BX.GSR.CCIS.ZS,2009,11.2648461341749
ARG,Argentina,BX.GSR.CCIS.ZS,2008,9.65990925861231
ARG,Argentina,BX.GSR.CCIS.ZS,2007,8.03199150322363
ARG,Argentina,BX.GSR.CCIS.ZS,2006,7.12215274835292
ARG,Argentina,BX.GSR.CCIS.ZS,2005,6.31551890196127
ARG,Argentina,BX.GSR.CCIS.ZS,2004,6.14362139519585
ARG,Argentina,BX.GSR.CCIS.ZS,2003,6.55530245507466
ARG,Argentina,BX.GSR.CCIS.ZS,2002,7.09870767791357
ARG,Argentina,BX.GSR.CCIS.ZS,2001,6.94987010326301
ARG,Argentina,BX.GSR.CCIS.ZS,2000,5.83719372568353
BOL,Bolivia,BX.GSR.CCIS.ZS,2024,
BOL,Bolivia,BX.GSR.CCIS.ZS,2023,4.3435649007071
BOL,Bolivia,BX.GSR.CCIS.ZS,2022,5.65122419887321
BOL,Bolivia,BX.GSR.CCIS.ZS,2021,12.022827054025
BOL,Bolivia,BX.GSR.CCIS.ZS,2020,11.6433157730719
BOL,Bolivia,BX.GSR.CCIS.ZS,2019,3.03860798905084
BOL,Bolivia,BX.GSR.CCIS.ZS,2018,5.86297178717563
BOL,Bolivia,BX.GSR.CCIS.ZS,2017,4.92346880320688
BOL,Bolivia,BX.GSR.CCIS.ZS,2016,5.53291447826874
BOL,Bolivia,BX.GSR.CCIS.ZS,2015,6.44932451740645
BOL,Bolivia,BX.GSR.CCIS.ZS,2014,7.44651900439629
BOL,Bolivia,BX.GSR.CCIS.ZS,2013,8.27456261380182
BOL,Bolivia,BX.GSR.CCIS.ZS,2012,8.07368824781977
BOL,Bolivia,BX.GSR.CCIS.ZS,2011,8.74964612278829
BOL,Bolivia,BX.GSR.CCIS.ZS,2010,8.97746212116426
BOL,Bolivia,BX.GSR.CCIS.ZS,2009,8.82618416119312
BOL,Bolivia,BX.GSR.CCIS.ZS,2008,8.05985373617385
BOL,Bolivia,BX.GSR.CCIS.ZS,2007,8.07620967051054
BOL,Bolivia,BX.GSR.CCIS.ZS,2006,6.12278429287407
BOL,Bolivia,BX.GSR.CCIS.ZS,2005,5.45980406120185
BOL,Bolivia,BX.GSR.CCIS.ZS,2004,6.2762835387161
BOL,Bolivia,BX.GSR.CCIS.ZS,2003,5.57683520035818
BOL,Bolivia,BX.GSR.CCIS.ZS,2002,6.38325339400688
